Result	Lemma	Gender	Case	Tense	Voice	Mood	Person	Number	Gloss	Part	Chapter	Adverb/particle Type	Reference	Sense
ἀπόληται	ἀπόλλυμι	-	-	aorist	middle	subjunctive	third person	singular	I destroy; (middle: I perish)	verb	28	-	Mt 5:29,Mt 5:30,Lk 21:18	to be lost (ruined)
ἀπόληται	ἀπόλλυμι	-	-	aorist	middle	subjunctive	third person	singular	I destroy; (middle: I perish)	verb	28	-	Jn 6:12	to become ruined
ἀπόληται	ἀπόλλυμι	-	-	aorist	middle	subjunctive	third person	singular	I destroy; (middle: I perish)	verb	28	-	Jn 11:50	to die
ἀπόληται	ἀπόλλυμι	-	-	aorist	middle	subjunctive	third person	singular	I destroy; (middle: I perish)	verb	28	-	Mt 18:14,Jn 3:16	to perish (spiritually)
ἀπόλλυε	ἀπόλλυμι	-	-	present	active	imperative	second person	singular	I destroy; (middle: I perish)	verb	28	-	Ro 14:15	to spiritually harm ⇔ destroy
ἀπόλλυμαι	ἀπόλλυμι	-	-	present	middle	indicative	first person	singular	I destroy; (middle: I perish)	verb	28	-	Lk 15:17	to die
ἀπόλλυνται	ἀπόλλυμι	-	-	present	passive	indicative	third person	plural	I destroy; (middle: I perish)	verb	28	-	Mt 9:17	to become ruined
ἀπόλλυται	ἀπόλλυμι	-	-	present	passive	indicative	third person	singular	I destroy; (middle: I perish)	verb	28	-	Mk 2:22	to become ruined
ἀπόλλυται	ἀπόλλυμι	-	-	present	passive	indicative	third person	singular	I destroy; (middle: I perish)	verb	28	-	1 Co 8:11	to be spiritually harmed ⇔ be destroyed
ἀπόλωνται	ἀπόλλυμι	-	-	aorist	middle	subjunctive	third person	plural	I destroy; (middle: I perish)	verb	28	-	Jn 10:28	to die
ἀπώλεσα	ἀπόλλυμι	-	-	aorist	active	indicative	first person	singular	I destroy; (middle: I perish)	verb	28	-	Lk 15:9,Jn 18:9	to lose
ἀπώλεσεν	ἀπόλλυμι	-	-	aorist	active	indicative	third person	singular	I destroy; (middle: I perish)	verb	28	-	Mt 22:7	to kill ⇔ destroy
ἀπώλεσεν	ἀπόλλυμι	-	-	aorist	active	indicative	third person	singular	I destroy; (middle: I perish)	verb	28	-	Lk 17:27,Lk 17:29,Jud 5	to destroy (do away with)
ἀπώλετο	ἀπόλλυμι	-	-	aorist	middle	indicative	third person	singular	I destroy; (middle: I perish)	verb	28	-	Re 18:14	to be lost (ruined)
ἀπώλετο	ἀπόλλυμι	-	-	aorist	middle	indicative	third person	singular	I destroy; (middle: I perish)	verb	28	-	Jn 17:12	to be lost
ἀπώλετο	ἀπόλλυμι	-	-	aorist	middle	indicative	third person	singular	I destroy; (middle: I perish)	verb	28	-	Ac 5:37	to be destroyed
ἀπώλετο	ἀπόλλυμι	-	-	aorist	middle	indicative	third person	singular	I destroy; (middle: I perish)	verb	28	-	Jas 1:11	to be gone
ἀπώλετο	ἀπόλλυμι	-	-	aorist	middle	indicative	third person	singular	I destroy; (middle: I perish)	verb	28	-	2 Pe 3:6	to be destroyed (done away)
ἀπώλλυντο	ἀπόλλυμι	-	-	imperfect	passive, middle	indicative	third person	plural	I destroy; (middle: I perish)	verb	28	-	1 Co 10:9	to be destroyed (done away)
ἀπώλοντο	ἀπόλλυμι	-	-	aorist	middle	indicative	third person	plural	I destroy; (middle: I perish)	verb	28	-	Jud 11	to be destroyed
ἀπώλοντο	ἀπόλλυμι	-	-	aorist	middle	indicative	third person	plural	I destroy; (middle: I perish)	verb	28	-	1 Co 15:18	to be gone
ἀπώλοντο	ἀπόλλυμι	-	-	aorist	middle	indicative	third person	plural	I destroy; (middle: I perish)	verb	28	-	1 Co 10:10	to be destroyed (done away)
ἀποστόλοις	ἀπόστολος	masculine	dative	-	-	-	-	plural	apostle; emissary	noun	18	-	Ac 1:2,Ac 14:4,Ac 15:22,Ro 16:7,1 Co 15:7,Eph 3:5	apostle
ἀποστόλου	ἀπόστολος	masculine	genitive	-	-	-	-	singular	apostle; emissary	noun	18	-	2 Co 12:12	apostle
ἀποστόλους	ἀπόστολος	masculine	accusative	-	-	-	-	plural	apostle; emissary	noun	18	-	Mk 3:14	-
ἀποστόλους	ἀπόστολος	masculine	accusative	-	-	-	-	plural	apostle; emissary	noun	18	-	Lk 6:13,Lk 11:49,Lk 24:10,Ac 2:37,Ac 5:18,Ac 5:40,Ac 9:27,Ac 15:2,1 Co 4:9,1 Co 12:28,2 Co 11:13,Ga 1:17,Eph 4:11,Re 2:2	apostle
ἀποστόλων	ἀπόστολος	masculine	genitive	-	-	-	-	plural	apostle; emissary	noun	18	-	Mt 10:2,Ac 1:26,Ac 2:42,Ac 2:43,Ac 4:35,Ac 4:36,Ac 4:37,Ac 5:2,Ac 5:12,Ac 6:6,Ac 8:1,Ac 8:18,Ac 15:4,Ac 16:4,1 Co 15:9,2 Co 11:5,2 Co 12:11,Ga 1:19,Eph 2:20,2 Pe 3:2,Jud 17,Re 21:14	apostle
ἀπόστολοι	ἀπόστολος	masculine	nominative	-	-	-	-	plural	apostle; emissary	noun	18	-	2 Co 8:23	apostle, envoy
ἀπόστολοι	ἀπόστολος	masculine	vocative, nominative	-	-	-	-	plural	apostle; emissary	noun	18	-	Re 18:20	apostle
ἀπόστολοι	ἀπόστολος	masculine	nominative	-	-	-	-	plural	apostle; emissary	noun	18	-	Mk 6:30,Lk 9:10,Lk 17:5,Lk 22:14,Ac 4:33,Ac 5:29,Ac 8:14,Ac 11:1,Ac 14:14,Ac 15:6,Ac 15:23,1 Co 9:5,1 Co 12:29,1 Th 2:7	apostle
ἀπόστολον	ἀπόστολος	masculine	accusative	-	-	-	-	singular	apostle; emissary	noun	18	-	Php 2:25,Heb 3:1	envoy
ἀπόστολος	ἀπόστολος	masculine	nominative	-	-	-	-	singular	apostle; emissary	noun	18	-	Jn 13:16	envoy
ἀπόστολος	ἀπόστολος	masculine	nominative	-	-	-	-	singular	apostle; emissary	noun	18	-	Ro 1:1,Ro 11:13,1 Co 1:1,1 Co 9:1,1 Co 9:2,1 Co 15:9,2 Co 1:1,Ga 1:1,Eph 1:1,Col 1:1,1 Ti 1:1,1 Ti 2:7,2 Ti 1:1,2 Ti 1:11,Tt 1:1,1 Pe 1:1,2 Pe 1:1	apostle
ἀρεστόν	ἀρεστός	neuter	nominative	-	-	-	-	singular	-	adjective	-	-	Ac 6:2	acceptable
ἀρεστόν	ἀρεστός	neuter	nominative	-	-	-	-	singular	-	adjective	-	-	Ac 12:3	pleasing
ἀρεστὰ	ἀρεστός	neuter	accusative	-	-	-	-	plural	-	adjective	-	-	Jn 8:29,1 Jn 3:22	pleasing
ἀρνήσασθαι	ἀρνέομαι	-	-	aorist	middle	infinitive	-	-	-	verb	-	-	2 Ti 2:13	to deny (contradict)
ἀρνήσεται	ἀρνέομαι	-	-	future	middle	indicative	third person	singular	-	verb	-	-	2 Ti 2:12	to deny (acknowledge)
ἀρνήσηταί	ἀρνέομαι	-	-	aorist	middle	subjunctive	third person	singular	-	verb	-	-	Mt 10:33	to deny (acknowledge)
ἀρνήσομαι	ἀρνέομαι	-	-	future	middle	indicative	first person	singular	-	verb	-	-	Mt 10:33	to deny (acknowledge)
ἀρνήσῃ	ἀρνέομαι	-	-	future, aorist	middle	indicative, subjunctive	second person	singular	-	verb	-	-	Jn 13:38	to deny (acknowledge)
ἀρνεῖσθαι	ἀρνέομαι	-	-	present	either middle or passive	infinitive	-	-	-	verb	-	-	Ac 4:16	to deny (contradict)
ἀρνησάμενοι	ἀρνέομαι	masculine	nominative	aorist	middle	participle	-	plural	-	verb	-	-	Tt 2:12	to deny (someone)
ἀρνησάμενός	ἀρνέομαι	masculine	nominative	aorist	middle	participle	-	singular	-	verb	-	-	Lk 12:9	to deny (acknowledge)
ἀρνησάσθω	ἀρνέομαι	-	-	aorist	middle	imperative	third person	singular	-	verb	-	-	Lk 9:23	to deny (someone)
ἀρνησόμεθα	ἀρνέομαι	-	-	future	middle	indicative	first person	plural	-	verb	-	-	2 Ti 2:12	to deny (acknowledge)
ἀρνουμένων	ἀρνέομαι	masculine	genitive	present	either middle or passive	participle	-	plural	-	verb	-	-	Lk 8:45	to deny (contradict)
ἀρνούμενοι	ἀρνέομαι	masculine	nominative	present	either middle or passive	participle	-	plural	-	verb	-	-	2 Pe 2:1,Jud 4	to deny (acknowledge)
ἀρνούμενος	ἀρνέομαι	masculine	nominative	present	either middle or passive	participle	-	singular	-	verb	-	-	1 Jn 2:22,1 Jn 2:23	to deny (acknowledge)
ἀρνούμενος	ἀρνέομαι	masculine	nominative	present	either middle or passive	participle	-	singular	-	verb	-	-	1 Jn 2:22	to deny (contradict)
ἀρνοῦνται	ἀρνέομαι	-	-	present	either middle or passive	indicative	third person	plural	-	verb	-	-	Tt 1:16	to deny (acknowledge)
ἠρνήσαντο	ἀρνέομαι	-	-	aorist	middle	indicative	third person	plural	-	verb	-	-	Ac 7:35	to deny (acknowledge)
ἠρνήσασθε	ἀρνέομαι	-	-	aorist	middle	indicative	second person	plural	-	verb	-	-	Ac 3:13,Ac 3:14	to deny (acknowledge)
ἠρνήσατο	ἀρνέομαι	-	-	aorist	middle	indicative	third person	singular	-	verb	-	-	Heb 11:24	to refuse
ἠρνήσατο	ἀρνέομαι	-	-	aorist	middle	indicative	third person	singular	-	verb	-	-	Mt 26:70,Mt 26:72,Mk 14:68,Lk 22:57,Jn 1:20,Jn 18:25,Jn 18:27	to deny (contradict)
ἠρνήσω	ἀρνέομαι	-	-	aorist	middle	indicative	second person	singular	-	verb	-	-	Re 2:13	to deny (contradict)
ἠρνήσω	ἀρνέομαι	-	-	aorist	middle	indicative	second person	singular	-	verb	-	-	Re 3:8	to deny (acknowledge)
ἠρνεῖτο	ἀρνέομαι	-	-	imperfect	either middle or passive	indicative	third person	singular	-	verb	-	-	Mk 14:70	to deny (contradict)
ἠρνημένοι	ἀρνέομαι	masculine	nominative	perfect	either middle or passive	participle	-	plural	-	verb	-	-	2 Ti 3:5	to deny (acknowledge)
ἤρνηται	ἀρνέομαι	-	-	perfect	middle	indicative	third person	singular	-	verb	-	-	1 Ti 5:8	to deny (contradict)
ἀρνία	ἀρνίον	neuter	accusative	-	-	-	-	plural	-	noun	-	-	Jn 21:15	lamb
ἀρνίον	ἀρνίον	neuter	nominative	-	-	-	-	singular	-	noun	-	-	Re 5:12,Re 6:1,Re 7:17,Re 14:1,Re 17:14,Re 21:22,Re 21:23	The Lamb
ἀρνίον	ἀρνίον	neuter	nominative	-	-	-	-	singular	-	noun	-	-	Re 5:6	lamb
ἀρνίου	ἀρνίον	neuter	genitive	-	-	-	-	singular	-	noun	-	-	Re 5:8,Re 6:16,Re 7:9,Re 7:14,Re 12:11,Re 13:8,Re 14:10,Re 15:3,Re 17:14,Re 19:7,Re 19:9,Re 21:9,Re 21:14,Re 21:27,Re 22:1,Re 22:3	The Lamb
ἀρνίῳ	ἀρνίον	neuter	dative	-	-	-	-	singular	-	noun	-	-	Re 13:11	sheep
ἀρνίῳ	ἀρνίον	neuter	dative	-	-	-	-	singular	-	noun	-	-	Re 5:13,Re 7:10,Re 14:4,Re 14:4	The Lamb
ἀρχάς	ἀρχή	feminine	accusative	-	-	-	-	plural	beginning	noun	19	-	Eph 6:12	ruler (supernatural)
ἀρχάς	ἀρχή	feminine	accusative	-	-	-	-	plural	beginning	noun	19	-	Heb 1:10	beginning (event)
ἀρχή	ἀρχή	feminine	nominative	-	-	-	-	singular	beginning	noun	19	-	Col 1:18	first cause
ἀρχαὶ	ἀρχή	feminine	nominative	-	-	-	-	plural	beginning	noun	19	-	Ro 8:38,Col 1:16	ruler (supernatural)
ἀρχαῖς	ἀρχή	feminine	dative	-	-	-	-	plural	beginning	noun	19	-	Ac 10:11,Ac 11:5	corner (point)
ἀρχαῖς	ἀρχή	feminine	dative	-	-	-	-	plural	beginning	noun	19	-	Tt 3:1	ruler
ἀρχαῖς	ἀρχή	feminine	dative	-	-	-	-	plural	beginning	noun	19	-	Eph 3:10	ruler (supernatural)
ἀρχὰς	ἀρχή	feminine	accusative	-	-	-	-	plural	beginning	noun	19	-	Lk 12:11	ruler
ἀρχὰς	ἀρχή	feminine	accusative	-	-	-	-	plural	beginning	noun	19	-	Col 2:15	ruler (supernatural)
ἀρχὴ	ἀρχή	feminine	nominative	-	-	-	-	singular	beginning	noun	19	-	Re 3:14	first cause
ἀρχὴ	ἀρχή	feminine	nominative	-	-	-	-	singular	beginning	noun	19	-	Mt 24:8,Mk 13:8,Re 21:6,Re 22:13	beginning (event)
ἀρχὴν	ἀρχή	feminine	accusative	-	-	-	-	singular	beginning	noun	19	-	1 Co 15:24	ruler
ἀρχὴν	ἀρχή	feminine	accusative	-	-	-	-	singular	beginning	noun	19	-	Heb 3:14	beginning part
ἀρχὴν	ἀρχή	feminine	accusative	-	-	-	-	singular	beginning	noun	19	-	Jud 6	sphere of authority
ἀρχὴν	ἀρχή	feminine	accusative	-	-	-	-	singular	beginning	noun	19	-	Jn 2:11,Jn 8:25,Heb 2:3,Heb 7:3	beginning (event)
ἀρχῆς	ἀρχή	feminine	genitive	-	-	-	-	singular	beginning	noun	19	-	Col 2:10	dominion
ἀρχῆς	ἀρχή	feminine	genitive	-	-	-	-	singular	beginning	noun	19	-	Eph 1:21	ruler (supernatural)
ἀρχῆς	ἀρχή	feminine	genitive	-	-	-	-	singular	beginning	noun	19	-	Mt 19:4,Mt 19:8,Mt 24:21,Mk 10:6,Mk 13:19,Lk 1:2,Jn 6:64,Jn 15:27,Jn 16:4,Ac 26:4,2 Pe 3:4,1 Jn 2:7,1 Jn 2:24,1 Jn 2:24,1 Jn 3:11,2 Jn 5,2 Jn 6	beginning (event)
ἀρχῆς	ἀρχή	feminine	genitive	-	-	-	-	singular	beginning	noun	19	-	Heb 5:12,Heb 6:1	beginning part
ἀρχῆς	ἀρχή	feminine	genitive	-	-	-	-	singular	beginning	noun	19	-	Jn 8:44,1 Jn 1:1,1 Jn 2:13,1 Jn 2:14,1 Jn 3:8	beginning of world
ἀρχῇ	ἀρχή	feminine	dative	-	-	-	-	singular	beginning	noun	19	-	Ac 11:15,Php 4:15	beginning (event)
ἀρχῇ	ἀρχή	feminine	dative	-	-	-	-	singular	beginning	noun	19	-	Lk 20:20	sphere of authority
ἀρχῇ	ἀρχή	feminine	dative	-	-	-	-	singular	beginning	noun	19	-	Jn 1:1,Jn 1:2	beginning of world
Ἀρχὴ	ἀρχή	feminine	nominative	-	-	-	-	singular	beginning	noun	19	-	Mk 1:1	beginning (event)
ἀρχιερέα	ἀρχιερεύς	masculine	accusative	-	-	-	-	singular	high priest	noun	12	-	Mt 26:57,Mk 14:53,Jn 18:24,Ac 23:4,Heb 3:1,Heb 4:14,Heb 4:15,Heb 5:5,Heb 8:1	high priest
ἀρχιερέων	ἀρχιερεύς	masculine	genitive	-	-	-	-	plural	high priest	noun	12	-	Mt 16:21,Mt 26:47,Mt 27:12,Mk 8:31,Mk 14:43,Lk 9:22,Jn 18:3,Ac 9:14,Ac 26:10,Ac 26:12	chief priest
ἀρχιερέως	ἀρχιερεύς	masculine	genitive	-	-	-	-	singular	high priest	noun	12	-	Mt 26:3,Mt 26:51,Mt 26:58,Mk 2:26,Mk 14:47,Mk 14:54,Mk 14:66,Lk 3:2,Lk 22:50,Lk 22:54,Jn 18:10,Jn 18:15,Jn 18:16,Jn 18:26,Heb 13:11	high priest
ἀρχιερέως	ἀρχιερεύς	masculine	genitive	-	-	-	-	singular	high priest	noun	12	-	Ac 19:14	chief priest
ἀρχιερεύς	ἀρχιερεύς	masculine	nominative	-	-	-	-	singular	high priest	noun	12	-	Ac 7:1,Ac 23:5,Heb 7:26,Heb 9:7	high priest
ἀρχιερεὺς	ἀρχιερεύς	masculine	nominative	-	-	-	-	singular	high priest	noun	12	-	Mt 26:62,Mt 26:63,Mt 26:65,Mk 14:60,Mk 14:61,Mk 14:63,Jn 11:49,Jn 11:51,Jn 18:13,Jn 18:19,Ac 4:6,Ac 5:17,Ac 5:21,Ac 5:27,Ac 22:5,Ac 23:2,Ac 24:1,Heb 2:17,Heb 5:1,Heb 5:10,Heb 6:20,Heb 8:3,Heb 9:11,Heb 9:25	high priest
ἀρχιερεῖ	ἀρχιερεύς	masculine	dative	-	-	-	-	singular	high priest	noun	12	-	Jn 18:15,Jn 18:22,Ac 9:1	high priest
ἀρχιερεῖς	ἀρχιερεύς	masculine	accusative	-	-	-	-	plural	high priest	noun	12	-	Mt 2:4,Heb 7:28	high priest
ἀρχιερεῖς	ἀρχιερεύς	masculine	accusative	-	-	-	-	plural	high priest	noun	12	-	Mt 26:14,Mk 14:10,Lk 22:52,Lk 23:4,Lk 23:13,Jn 7:45,Ac 9:21,Ac 22:30	chief priest
ἀρχιερεῖς	ἀρχιερεύς	masculine	nominative	-	-	-	-	plural	high priest	noun	12	-	Mt 21:15,Mt 21:23,Mt 21:45,Mt 26:3,Mt 26:59,Mt 27:1,Mt 27:6,Mt 27:20,Mt 27:41,Mt 27:62,Mk 11:18,Mk 11:27,Mk 14:1,Mk 14:53,Mk 14:55,Mk 15:1,Mk 15:3,Mk 15:10,Mk 15:11,Mk 15:31,Lk 19:47,Lk 20:1,Lk 20:19,Lk 22:2,Lk 22:66,Lk 23:10,Lk 24:20,Jn 7:32,Jn 11:47,Jn 11:57,Jn 12:10,Jn 18:35,Jn 19:6,Jn 19:15,Jn 19:21,Ac 4:23,Ac 5:24,Ac 25:2,Ac 25:15	chief priest
ἀρχιερεῖς	ἀρχιερεύς	masculine	nominative	-	-	-	-	plural	high priest	noun	12	-	Heb 7:27	high priest
ἀρχιερεῦσιν	ἀρχιερεύς	masculine	dative	-	-	-	-	plural	high priest	noun	12	-	Mt 20:18,Mt 27:3,Mt 28:11,Mk 10:33,Lk 22:4,Ac 23:14	chief priest
ἀσθένεια	ἀσθένεια	feminine	nominative	-	-	-	-	singular	-	noun	-	-	Jn 11:4	illness ⇔ weakness
ἀσθένειαν	ἀσθένεια	feminine	accusative	-	-	-	-	singular	-	noun	-	-	Ro 6:19	weakness (physical)
ἀσθένειαν	ἀσθένεια	feminine	accusative	-	-	-	-	singular	-	noun	-	-	Heb 5:2,Heb 7:28	incapacity
ἀσθένειαν	ἀσθένεια	feminine	accusative	-	-	-	-	singular	-	noun	-	-	Ga 4:13	illness ⇔ weakness
ἀσθενείαις	ἀσθένεια	feminine	dative	-	-	-	-	plural	-	noun	-	-	2 Co 12:5,2 Co 12:9,2 Co 12:10,Heb 4:15	incapacity
ἀσθενείας	ἀσθένεια	feminine	accusative	-	-	-	-	plural	-	noun	-	-	Mt 8:17,Ac 28:9,1 Ti 5:23	illness ⇔ weakness
ἀσθενείας	ἀσθένεια	feminine	genitive	-	-	-	-	singular	-	noun	-	-	2 Co 11:30,2 Co 13:4	incapacity
ἀσθενείας	ἀσθένεια	feminine	genitive	-	-	-	-	singular	-	noun	-	-	Lk 13:11,Lk 13:12	illness ⇔ weakness
ἀσθενείας	ἀσθένεια	feminine	genitive	-	-	-	-	singular	-	noun	-	-	Heb 11:34	weakness (physical)
ἀσθενείᾳ	ἀσθένεια	feminine	dative	-	-	-	-	singular	-	noun	-	-	Ro 8:26,2 Co 12:9	incapacity
ἀσθενείᾳ	ἀσθένεια	feminine	dative	-	-	-	-	singular	-	noun	-	-	Jn 5:5	illness ⇔ weakness
ἀσθενείᾳ	ἀσθένεια	feminine	dative	-	-	-	-	singular	-	noun	-	-	1 Co 2:3,1 Co 15:43	weakness (physical)
ἀσθενειῶν	ἀσθένεια	feminine	genitive	-	-	-	-	plural	-	noun	-	-	Lk 5:15,Lk 8:2	illness ⇔ weakness
ἀσθενήσας	ἀσθενέω	masculine	nominative	aorist	active	participle	-	singular	-	verb	-	-	Ro 4:19	to be weak (abstractly)
ἀσθενήσασαν	ἀσθενέω	feminine	accusative	aorist	active	participle	-	singular	-	verb	-	-	Ac 9:37	to be ill
ἀσθενεῖ	ἀσθενέω	-	-	present	active	indicative	third person	singular	-	verb	-	-	2 Co 13:3	to be weak (deficient)
ἀσθενεῖ	ἀσθενέω	-	-	present	active	indicative	third person	singular	-	verb	-	-	Jn 11:3,Jn 11:6,Jas 5:14	to be ill
ἀσθενεῖ	ἀσθενέω	-	-	present	active	indicative	third person	singular	-	verb	-	-	2 Co 11:29	to be weak (abstractly)
ἀσθενούντων	ἀσθενέω	masculine	genitive	present	active	participle	-	plural	-	verb	-	-	Jn 5:3,Jn 6:2	to be ill
ἀσθενούντων	ἀσθενέω	masculine	genitive	present	active	participle	-	plural	-	verb	-	-	Ac 20:35	to be weak (abstractly)
ἀσθενοῦμεν	ἀσθενέω	-	-	present	active	indicative	first person	plural	-	verb	-	-	2 Co 13:4	to be weak (deficient)
ἀσθενοῦντα	ἀσθενέω	masculine	accusative	present	active	participle	-	singular	-	verb	-	-	Mt 25:39,2 Ti 4:20	to be ill
ἀσθενοῦντα	ἀσθενέω	masculine	accusative	present	active	participle	-	singular	-	verb	-	-	Ro 14:1	to be weak (abstractly)
ἀσθενοῦντας	ἀσθενέω	masculine	accusative	present	active	participle	-	plural	-	verb	-	-	Mt 10:8,Mk 6:56,Lk 4:40,Ac 19:12	to be ill
ἀσθενοῦσαν	ἀσθενέω	feminine	accusative	present	active	participle	-	singular	-	verb	-	-	1 Co 8:12	to be weak (abstractly)
ἀσθενῶ	ἀσθενέω	-	-	present	active	indicative	first person	singular	-	verb	-	-	2 Co 11:29	to be weak (abstractly)
ἀσθενῶ	ἀσθενέω	-	-	present	active	subjunctive	first person	singular	-	verb	-	-	2 Co 12:10	to be weak (deficient)
ἀσθενῶμεν	ἀσθενέω	-	-	present	active	subjunctive	first person	plural	-	verb	-	-	2 Co 13:9	to be weak (deficient)
ἀσθενῶν	ἀσθενέω	masculine	nominative	present	active	participle	-	singular	-	verb	-	-	Jn 5:7,Jn 11:1	to be ill
ἀσθενῶν	ἀσθενέω	masculine	nominative	present	active	participle	-	singular	-	verb	-	-	Ro 14:2,1 Co 8:11	to be weak (abstractly)
ἠσθένει	ἀσθενέω	-	-	imperfect	active	indicative	third person	singular	-	verb	-	-	Ro 8:3	to be weak (deficient)
ἠσθένει	ἀσθενέω	-	-	imperfect	active	indicative	third person	singular	-	verb	-	-	Jn 4:46,Jn 11:2	to be ill
ἠσθένησα	ἀσθενέω	-	-	aorist	active	indicative	first person	singular	-	verb	-	-	Mt 25:36	to be ill
ἠσθένησεν	ἀσθενέω	-	-	aorist	active	indicative	third person	singular	-	verb	-	-	Php 2:26,Php 2:27	to be ill
ἠσθενήκαμεν	ἀσθενέω	-	-	perfect	active	indicative	first person	plural	-	verb	-	-	2 Co 11:21	to be weak (abstractly)
ἀσθενέσιν	ἀσθενής	masculine	dative	-	-	-	-	plural	-	adjective	-	-	1 Co 8:9,1 Co 9:22	weak person
ἀσθενέστερα	ἀσθενής	neuter	nominative	-	-	-	-	plural	-	adjective	-	-	1 Co 12:22	weak (strength)
ἀσθενής	ἀσθενής	feminine	nominative	-	-	-	-	singular	-	adjective	-	-	Mt 26:41,Mk 14:38	weak (morally)
ἀσθενής	ἀσθενής	masculine	nominative	-	-	-	-	singular	-	adjective	-	-	1 Co 9:22	weak (strength)
ἀσθενεστέρῳ	ἀσθενής	neuter	dative	-	-	-	-	singular	-	adjective	-	-	1 Pe 3:7	weak (strength)
ἀσθενεῖς	ἀσθενής	masculine	accusative	-	-	-	-	plural	-	adjective	-	-	1 Co 9:22	weak person
ἀσθενεῖς	ἀσθενής	masculine	nominative	-	-	-	-	plural	-	adjective	-	-	1 Co 4:10	weak (strength)
ἀσθενεῖς	ἀσθενής	masculine	accusative	-	-	-	-	plural	-	adjective	-	-	Lk 9:2,Lk 10:9,Ac 5:15,Ac 5:16	sick person
ἀσθενεῖς	ἀσθενής	masculine	nominative	-	-	-	-	plural	-	adjective	-	-	1 Co 11:30	ill
ἀσθενοῦς	ἀσθενής	masculine	genitive	-	-	-	-	singular	-	adjective	-	-	Ac 4:9	ill
ἀσθενοῦς	ἀσθενής	masculine	genitive	-	-	-	-	singular	-	adjective	-	-	1 Co 8:10	weak (morally)
ἀσθενὲς	ἀσθενής	neuter	accusative	-	-	-	-	singular	-	adjective	-	-	Heb 7:18	impotence
ἀσθενὲς	ἀσθενής	neuter	nominative	-	-	-	-	singular	-	adjective	-	-	1 Co 1:25	weakness
ἀσθενὴς	ἀσθενής	feminine	nominative	-	-	-	-	singular	-	adjective	-	-	2 Co 10:10	weak (strength)
ἀσθενὴς	ἀσθενής	masculine	nominative	-	-	-	-	singular	-	adjective	-	-	Mt 25:43	ill
ἀσθενὴς	ἀσθενής	feminine	nominative	-	-	-	-	singular	-	adjective	-	-	1 Co 8:7	weak (morally)
ἀσθενῆ	ἀσθενής	masculine	accusative	-	-	-	-	singular	-	adjective	-	-	Mt 25:44	ill
ἀσθενῆ	ἀσθενής	neuter	accusative	-	-	-	-	plural	-	adjective	-	-	1 Co 1:27	weak (morally)
ἀσθενῆ	ἀσθενής	neuter	accusative	-	-	-	-	plural	-	adjective	-	-	Ga 4:9	impotent
ἀσθενῶν	ἀσθενής	masculine	genitive	-	-	-	-	plural	-	adjective	-	-	1 Th 5:14,Ro 5:6	weak (morally)
ἀσπάζεσθαι	ἀσπάζομαι	-	-	present	either middle or passive	infinitive	-	-	I greet	verb	8	-	Mk 15:18	to greet
ἀσπάζεται	ἀσπάζομαι	-	-	present	either middle or passive	indicative	third person	singular	I greet	verb	8	-	Ro 16:23,Ro 16:23,1 Co 16:19,Col 4:12,Col 4:14,1 Pe 5:13	to greet
ἀσπάζομαι	ἀσπάζομαι	-	-	present	either middle or passive	indicative	first person	singular	I greet	verb	8	-	Ro 16:22	to greet
ἀσπάζονταί	ἀσπάζομαι	-	-	present	either middle or passive	indicative	third person	plural	I greet	verb	8	-	3 Jn 15	to greet
ἀσπάζονται	ἀσπάζομαι	-	-	present	either middle or passive	indicative	third person	plural	I greet	verb	8	-	Ro 16:16,1 Co 16:20,Php 4:21,Php 4:22	to greet
ἀσπάζου	ἀσπάζομαι	-	-	present	either middle or passive	imperative	second person	singular	I greet	verb	8	-	3 Jn 15	to greet
ἀσπάσασθε	ἀσπάζομαι	-	-	aorist	middle	imperative	second person	plural	I greet	verb	8	-	Mt 10:12,Ro 16:5,Ro 16:6,Ro 16:7,Ro 16:8,Ro 16:9,Ro 16:10,Ro 16:10,Ro 16:11,Ro 16:11,Ro 16:12,Ro 16:12,Ro 16:13,Ro 16:14,Ro 16:15,Ro 16:16,1 Pe 5:14	to greet
ἀσπάσησθε	ἀσπάζομαι	-	-	aorist	middle	subjunctive	second person	plural	I greet	verb	8	-	Mt 5:47,Lk 10:4	to greet
ἀσπασάμενοι	ἀσπάζομαι	masculine	nominative	aorist	middle	participle	-	plural	I greet	verb	8	-	Ac 21:7,Ac 25:13,Heb 11:13	to greet
ἀσπασάμενος	ἀσπάζομαι	masculine	nominative	aorist	middle	participle	-	singular	I greet	verb	8	-	Ac 20:1	to say goodbye
ἀσπασάμενος	ἀσπάζομαι	masculine	nominative	aorist	middle	participle	-	singular	I greet	verb	8	-	Ac 18:22,Ac 21:19	to greet
ἄσπασαι	ἀσπάζομαι	-	-	aorist	middle	imperative	second person	singular	I greet	verb	8	-	Tt 3:15	to greet
Ἀσπάζεταί	ἀσπάζομαι	-	-	present	either middle or passive	indicative	third person	singular	I greet	verb	8	-	2 Ti 4:21,Phm 23,2 Jn 13	to greet
